TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,TransactionYear,TransactionMonth,TransactionDay,TransactionHour,TransactionWeekday,DaysSincePrevious,Cluster,Target
178.88,0,9,1,76.0,2,93.0,4.0,4708.29,2023,6,19,17,0,-504,0,0
518.85,1,18,2,22.0,3,82.0,1.0,1806.0,2023,10,23,18,0,-378,1,1
10.65,1,21,2,54.0,0,161.0,1.0,13240.72,2023,4,24,16,0,-560,2,2
198.62,0,40,1,27.0,3,84.0,1.0,1196.07,2023,1,2,16,0,-672,1,1
107.03,1,24,1,27.0,3,73.0,1.0,1408.07,2023,3,6,18,0,-609,1,1
139.57,1,13,0,19.0,3,263.0,3.0,271.78,2023,11,17,17,4,-353,1,1
312.47,1,25,0,49.0,3,148.0,4.0,9419.27,2023,5,2,17,1,-552,2,2
346.11,1,9,1,41.0,1,213.0,1.0,9551.64,2023,1,4,17,2,-670,2,2
138.06,1,5,1,44.0,1,159.0,1.0,1070.47,2023,7,25,17,1,-468,1,1
158.02,1,27,0,49.0,1,120.0,1.0,9374.24,2023,9,20,17,2,-411,2,2
830.01,0,6,2,66.0,2,96.0,1.0,4253.18,2023,7,21,16,4,-472,0,0
435.5,1,28,0,55.0,3,112.0,1.0,6981.03,2023,5,15,18,0,-539,0,0
110.49,1,33,2,57.0,0,48.0,1.0,10483.93,2023,10,31,17,1,-370,2,2
329.4,1,10,2,34.0,0,68.0,1.0,9588.07,2023,12,25,16,0,-315,2,2
635.4,1,10,0,47.0,0,106.0,1.0,1238.11,2023,9,19,16,1,-412,1,1
769.97,1,36,1,22.0,3,23.0,1.0,1244.93,2023,2,16,18,3,-627,1,1
175.07,1,7,1,26.0,3,169.0,1.0,1040.25,2023,9,4,17,0,-427,1,1
7.31,1,19,1,78.0,2,282.0,1.0,5757.67,2023,6,26,16,0,-497,0,0
175.15,1,11,0,27.0,3,32.0,1.0,4734.110000000001,2023,11,9,17,3,-361,0,0
32.54,1,28,2,25.0,3,183.0,4.0,1544.88,2023,7,4,16,1,-489,1,1
121.82,1,9,2,60.0,0,119.0,1.0,4734.110000000001,2023,9,8,18,4,-423,0,0
56.12,1,12,0,30.0,0,102.0,1.0,8839.67,2023,9,13,18,2,-418,0,0
424.7,0,24,2,56.0,2,178.0,1.0,6239.89,2023,1,30,17,0,-644,0,0
35.16,1,6,1,32.0,1,130.0,1.0,4734.110000000001,2023,10,25,17,2,-376,0,0
35.73,1,24,1,65.0,0,87.0,1.0,9073.17,2023,6,12,16,0,-511,2,2
3.44,1,13,0,78.0,2,108.0,1.0,7561.33,2023,1,19,17,3,-655,0,0
1342.25,0,13,1,21.0,3,235.0,1.0,694.03,2023,4,28,18,4,-556,1,1
139.03,0,20,2,50.0,1,81.0,1.0,2276.57,2023,8,30,18,2,-432,1,1
254.92,0,35,0,28.0,1,169.0,1.0,2791.12,2023,9,18,16,0,-413,1,1
115.11,1,0,2,28.0,1,139.0,1.0,9808.97,2023,5,5,17,4,-549,2,2
171.11,1,37,0,57.0,2,171.0,1.0,6324.09,2023,5,15,16,0,-539,0,0
168.54,1,28,0,70.0,0,142.0,2.0,13406.0,2023,2,2,16,3,-641,2,2
420.76,1,24,1,51.0,2,112.0,1.0,6581.55,2023,2,23,16,3,-620,0,0
408.46,1,33,1,64.0,2,28.0,1.0,3140.79,2023,3,1,16,2,-614,1,1
1162.42,0,11,2,30.0,0,45.0,1.0,10357.26,2023,8,23,16,2,-439,2,2
342.17,0,27,1,21.0,3,247.0,1.0,461.83,2023,12,14,16,3,-326,1,1
580.71,1,30,0,53.0,1,95.0,1.0,5670.0,2023,9,20,16,2,-411,0,0
821.54,0,1,1,79.0,2,36.0,1.0,4040.32,2023,8,22,18,1,-440,0,0
253.47,1,1,1,20.0,3,238.0,1.0,220.51,2023,6,14,17,2,-509,1,1
22.81,1,27,2,62.0,2,75.0,1.0,3634.76,2023,5,29,17,0,-525,1,1
266.57,0,4,2,39.0,1,96.0,1.0,7180.48,2023,7,3,17,0,-490,0,0
374.61,0,23,2,75.0,2,37.0,1.0,1389.71,2023,8,29,18,1,-433,1,1
339.35,0,4,0,78.0,2,70.0,1.0,5002.7,2023,2,3,16,4,-640,0,0
810.36,1,8,0,20.0,3,67.0,1.0,9239.12,2023,1,17,16,1,-657,2,2
9.83,1,22,0,24.0,3,86.0,1.0,666.42,2023,7,24,17,0,-469,1,1
135.57,0,4,1,51.0,0,116.0,1.0,11351.64,2023,6,14,17,2,-509,2,2
340.05,1,11,0,43.0,1,37.0,1.0,7234.15,2023,10,27,17,4,-374,0,0
283.45,1,7,1,27.0,1,127.0,1.0,2049.51,2023,10,17,17,1,-384,1,1
100.99,1,27,0,68.0,0,114.0,1.0,8865.27,2023,5,29,16,0,-525,0,0
90.88,1,0,1,18.0,3,176.0,1.0,3908.47,2023,2,20,16,0,-623,1,1
655.15,1,39,0,26.0,1,264.0,1.0,5587.44,2023,1,2,16,0,-672,0,0
320.55,1,25,2,50.0,1,118.0,1.0,438.75,2023,5,1,17,0,-553,1,1
41.51,1,31,2,28.0,3,48.0,1.0,609.6,2023,10,4,16,2,-397,1,1
71.53,0,17,1,68.0,2,39.0,1.0,2393.73,2023,10,30,16,0,-371,1,1
467.13,0,18,1,54.0,2,45.0,1.0,3914.84,2023,9,28,17,3,-403,1,1
235.4,1,11,1,28.0,3,70.0,1.0,818.36,2023,9,26,17,1,-405,1,1
159.32,1,39,1,18.0,3,100.0,1.0,304.44,2023,1,16,18,0,-658,1,1
50.83,0,30,2,30.0,0,48.0,1.0,9553.42,2023,12,18,16,0,-322,2,2
56.89,0,15,1,59.0,1,56.0,1.0,3034.67,2023,2,3,18,4,-640,1,1
20.22,1,17,0,43.0,1,138.0,1.0,5515.32,2023,3,10,18,4,-605,0,0
50.4,1,35,1,36.0,0,84.0,1.0,1677.01,2023,3,27,17,0,-588,1,1
73.88,1,20,1,53.0,2,131.0,1.0,4055.55,2023,5,8,17,0,-546,0,0
119.61,1,36,0,33.0,0,53.0,1.0,9899.94,2023,3,14,16,1,-601,2,2
1241.05,1,24,1,18.0,3,129.0,1.0,756.74,2023,11,21,16,1,-349,1,1
116.58,1,33,1,43.0,1,247.0,1.0,2620.74,2023,8,31,16,3,-431,1,1
1919.11,1,32,0,30.0,0,161.0,1.0,11090.24,2023,6,27,17,1,-496,2,2
391.96,1,13,0,64.0,2,79.0,1.0,2174.16,2023,6,19,16,0,-504,1,1
156.26,0,41,1,46.0,1,160.0,1.0,7854.1,2023,1,2,17,0,-672,0,0
427.0,0,28,1,49.0,1,163.0,1.0,8253.65,2023,7,31,17,0,-462,0,0
443.68,1,40,1,18.0,3,137.0,1.0,874.15,2023,4,25,18,1,-559,1,1
101.76,1,30,1,31.0,0,26.0,1.0,6043.25,2023,2,20,17,0,-623,0,0
67.57,1,5,1,37.0,1,107.0,1.0,2766.12,2023,8,17,16,3,-445,1,1
326.29,1,10,2,56.0,1,179.0,1.0,8171.26,2023,12,6,17,2,-334,0,0
158.56,1,34,0,33.0,0,100.0,1.0,5401.21,2023,2,28,17,1,-615,0,0
56.02,1,22,2,27.0,3,142.0,1.0,3548.02,2023,6,19,17,0,-504,1,1
288.28,1,32,2,27.0,3,36.0,1.0,160.83,2023,1,17,17,1,-657,1,1
245.67,0,32,1,24.0,3,107.0,1.0,752.25,2023,1,2,18,0,-672,1,1
152.18,0,20,2,39.0,1,176.0,4.0,2459.84,2023,8,7,16,0,-455,1,1
114.35,0,12,1,41.0,1,21.0,1.0,469.12,2023,11,27,16,0,-343,1,1
373.27,0,24,2,61.0,0,79.0,1.0,8441.61,2023,7,18,18,1,-475,0,0
504.63,1,32,2,60.0,1,168.0,1.0,3806.16,2023,11,13,17,0,-357,1,1
126.22,1,1,0,46.0,1,77.0,4.0,6133.41,2023,5,4,16,3,-550,0,0
820.15,1,18,1,47.0,0,181.0,1.0,8802.97,2023,12,18,16,0,-322,0,0
986.81,0,15,2,68.0,0,127.0,1.0,14881.77,2023,3,31,16,4,-584,2,2
8.37,1,7,0,63.0,2,135.0,1.0,1106.34,2023,1,12,16,3,-662,1,1
197.49,0,14,2,53.0,2,30.0,1.0,5005.33,2023,7,3,16,0,-490,0,0
637.97,1,27,1,58.0,2,90.0,1.0,7949.03,2023,10,23,17,0,-378,0,0
13.52,1,39,0,26.0,3,65.0,1.0,259.77,2023,5,15,16,0,-539,1,1
432.1,1,37,0,49.0,1,240.0,1.0,2114.3,2023,3,20,16,0,-595,1,1
375.17,1,13,0,51.0,1,66.0,2.0,5495.3,2023,6,8,17,3,-515,0,0
642.68,1,14,1,50.0,0,94.0,1.0,8461.46,2023,2,17,16,4,-626,0,0
78.44,0,38,2,52.0,2,292.0,1.0,6870.84,2023,11,21,17,1,-349,0,0
139.72,1,22,1,49.0,1,201.0,1.0,5058.83,2023,1,16,17,0,-658,0,0
499.99,1,38,1,31.0,1,296.0,1.0,8885.0,2023,8,2,16,2,-460,0,0
10.07,1,0,2,24.0,3,49.0,1.0,530.81,2023,1,17,16,1,-657,1,1
120.62,1,33,0,23.0,3,85.0,1.0,9379.53,2023,2,27,16,0,-616,2,2
578.49,1,26,1,59.0,2,180.0,1.0,6475.13,2023,10,16,17,0,-385,0,0
119.3,1,23,1,34.0,1,22.0,5.0,319.04,2023,8,28,16,0,-434,1,1
280.92,1,31,2,41.0,0,168.0,1.0,5298.85,2024,1,1,18,0,-308,0,0
42.42,1,34,2,21.0,3,102.0,1.0,490.57,2023,6,1,17,3,-522,1,1
77.03,1,14,0,67.0,0,259.0,1.0,11310.27,2023,6,19,16,0,-504,2,2
22.59,1,39,0,62.0,2,45.0,1.0,3988.75,2023,3,27,16,0,-588,0,0
568.76,1,3,0,51.0,2,155.0,1.0,7484.32,2023,10,9,16,0,-392,0,0
25.94,0,38,2,58.0,2,211.0,5.0,4815.11,2023,10,16,18,0,-385,0,0
105.94,1,28,1,51.0,1,207.0,1.0,5963.1,2023,8,7,16,0,-455,0,0
733.29,1,41,0,52.0,0,94.0,5.0,10427.0,2023,3,15,18,2,-600,2,2
350.15,0,14,0,21.0,3,195.0,1.0,296.47,2023,11,27,16,0,-343,1,1
1151.18,1,18,0,65.0,0,105.0,1.0,1100.06,2023,8,25,17,4,-437,1,1
183.67,1,36,2,19.0,3,238.0,1.0,910.26,2023,6,26,16,0,-497,1,1
278.27,1,40,1,29.0,0,123.0,1.0,6684.34,2023,4,10,16,0,-574,0,0
470.3,1,2,0,40.0,0,88.0,1.0,8524.09,2023,9,12,18,1,-419,0,0
261.69,1,30,0,53.0,2,84.0,1.0,5126.65,2023,11,27,17,0,-343,0,0
365.04,1,41,1,22.0,3,94.0,1.0,873.89,2023,3,6,16,0,-609,1,1
211.1,1,24,1,57.0,2,136.0,1.0,7059.77,2023,9,14,16,3,-417,0,0
21.49,1,10,0,58.0,0,240.0,1.0,11991.24,2023,5,4,16,3,-550,2,2
63.58,1,8,0,18.0,3,199.0,1.0,8086.04,2023,9,11,17,0,-420,0,0
321.86,1,35,0,63.0,0,167.0,1.0,12626.49,2023,7,24,16,0,-469,2,2
12.11,1,17,1,75.0,2,127.0,1.0,1730.28,2023,12,12,16,1,-328,1,1
642.54,1,25,1,44.0,1,28.0,1.0,3143.17,2023,5,10,18,2,-544,1,1
210.45,1,19,0,27.0,3,146.0,1.0,1242.49,2023,12,11,16,0,-329,1,1
313.65,0,6,1,55.0,2,173.0,1.0,1886.36,2023,1,30,16,0,-644,1,1
99.76,1,34,1,26.0,3,131.0,1.0,416.89,2023,8,7,16,0,-455,1,1
115.32,1,10,1,53.0,2,113.0,1.0,5929.08,2023,7,25,17,1,-468,0,0
33.61,1,25,2,23.0,3,72.0,1.0,479.08,2023,8,21,17,0,-441,1,1
498.59,0,28,2,33.0,0,32.0,1.0,5862.99,2023,1,30,16,0,-644,0,0
98.81,1,37,1,27.0,3,91.0,1.0,797.1,2023,9,4,16,0,-427,1,1
1.87,1,42,0,65.0,2,147.0,1.0,7287.94,2023,10,20,18,4,-381,0,0
78.92,0,17,2,59.0,1,95.0,1.0,5624.86,2023,6,15,18,3,-508,0,0
194.29,0,39,1,39.0,1,10.0,1.0,2988.41,2023,1,23,16,0,-651,1,1
28.73,1,18,0,53.0,1,185.0,1.0,2712.96,2023,1,2,16,0,-672,1,1
105.53,1,7,2,24.0,3,88.0,1.0,1433.66,2023,6,16,16,4,-507,1,1
737.34,1,24,2,30.0,0,34.0,1.0,7336.56,2023,3,20,17,0,-595,0,0
237.86,1,30,0,18.0,3,210.0,1.0,475.63,2023,2,6,17,0,-637,1,1
409.61,1,18,1,65.0,0,89.0,1.0,11698.15,2023,7,26,16,2,-467,2,2
75.53,0,14,2,21.0,3,157.0,1.0,1034.35,2023,8,21,17,0,-441,1,1
72.75,1,31,0,64.0,0,15.0,1.0,12042.79,2023,5,1,16,0,-553,2,2
39.11,1,8,2,26.0,3,143.0,1.0,518.54,2023,9,1,18,4,-430,1,1
1309.79,1,37,0,23.0,3,139.0,1.0,1258.93,2023,3,6,16,0,-609,1,1
729.38,1,20,0,68.0,0,90.0,1.0,9127.65,2023,11,14,17,1,-356,2,2
137.49,1,13,0,34.0,1,50.0,1.0,4471.05,2023,7,26,16,2,-467,0,0
504.71,1,11,2,29.0,1,61.0,1.0,6214.54,2023,4,10,18,0,-574,0,0
371.47,0,25,1,24.0,3,58.0,1.0,1187.04,2023,5,30,16,1,-524,1,1
430.35,1,5,2,36.0,0,205.0,1.0,354.9,2023,2,20,17,0,-623,1,1
230.32,1,19,1,35.0,1,56.0,1.0,791.46,2023,5,15,18,0,-539,1,1
121.71,1,6,0,52.0,2,140.0,1.0,5878.89,2023,9,5,17,1,-426,0,0
98.87,1,11,2,20.0,3,179.0,1.0,533.2,2023,1,3,17,1,-671,1,1
117.55,1,14,0,24.0,3,35.0,1.0,897.94,2023,5,19,16,4,-535,1,1
244.64,1,40,1,30.0,0,103.0,1.0,9159.56,2023,2,21,18,1,-622,2,2
321.93,1,26,0,45.0,1,12.0,1.0,4392.73,2023,12,4,18,0,-336,0,0
1092.73,1,8,1,58.0,2,11.0,1.0,1390.98,2023,1,23,17,0,-651,1,1
283.23,1,12,2,40.0,1,98.0,1.0,2008.77,2023,1,2,16,0,-672,1,1
346.65,1,42,2,30.0,1,60.0,1.0,6356.96,2024,1,1,16,0,-308,0,0
381.62,1,19,2,64.0,2,164.0,1.0,6009.12,2023,1,27,16,4,-647,0,0
388.65,1,28,0,76.0,2,43.0,1.0,7896.85,2023,2,21,16,1,-622,0,0
29.22,1,35,0,24.0,3,151.0,1.0,1649.43,2023,7,6,18,3,-487,1,1
46.75,1,7,1,67.0,2,150.0,1.0,2840.43,2023,7,31,17,0,-462,1,1
348.64,1,38,2,57.0,2,128.0,1.0,3274.96,2023,6,9,17,4,-514,1,1
319.17,1,40,2,73.0,2,81.0,1.0,6501.56,2023,1,11,16,2,-663,0,0
73.95,1,18,0,26.0,3,76.0,1.0,363.92,2023,11,3,16,4,-367,1,1
389.63,1,23,2,27.0,1,99.0,1.0,9748.48,2023,2,16,16,3,-627,2,2
217.61,1,6,0,19.0,3,45.0,1.0,1404.53,2023,3,16,17,3,-599,1,1
199.84,1,9,0,21.0,3,150.0,1.0,706.44,2023,1,16,16,0,-658,1,1
56.35,1,5,0,44.0,0,75.0,1.0,5095.73,2023,2,9,16,3,-634,0,0
248.95,0,37,1,65.0,2,29.0,1.0,3059.79,2023,6,16,16,4,-507,1,1
142.58,1,35,0,33.0,1,145.0,1.0,7844.23,2023,6,19,16,0,-504,0,0
1020.73,1,13,0,28.0,3,87.0,1.0,1119.61,2023,1,2,16,0,-672,1,1
84.34,1,22,2,58.0,2,248.0,3.0,5313.97,2023,6,8,16,3,-515,0,0
1607.55,1,31,0,31.0,1,156.0,1.0,6227.99,2023,9,7,16,3,-424,0,0
333.78,1,36,0,60.0,2,98.0,1.0,6810.94,2023,11,30,17,3,-340,0,0
332.59,1,35,2,55.0,2,143.0,1.0,1457.07,2023,7,13,17,3,-480,1,1
236.81,1,28,1,22.0,3,15.0,1.0,813.68,2023,10,26,16,3,-375,1,1
417.8,0,30,1,27.0,3,130.0,1.0,1518.82,2023,6,26,16,0,-497,1,1
319.27,1,35,0,50.0,0,150.0,1.0,10269.78,2023,8,7,16,0,-455,2,2
384.1,1,11,1,42.0,1,172.0,1.0,672.79,2023,1,2,16,0,-672,1,1
820.62,0,14,1,61.0,0,158.0,1.0,6024.8,2023,3,3,17,4,-612,0,0
474.77,0,16,2,56.0,1,50.0,1.0,2158.59,2023,12,25,16,0,-315,1,1
542.72,0,16,1,43.0,0,92.0,1.0,6011.8,2023,9,4,18,0,-427,0,0
79.8,1,13,0,73.0,2,76.0,1.0,6372.58,2023,12,22,17,4,-318,0,0
46.24,1,36,1,57.0,1,52.0,1.0,2569.56,2023,3,13,16,0,-602,1,1
327.8,1,37,0,61.0,0,54.0,1.0,10585.48,2023,11,23,17,3,-347,2,2
445.79,1,19,0,52.0,0,161.0,1.0,717.99,2023,7,7,17,4,-486,1,1
55.89,1,14,2,72.0,2,150.0,1.0,3689.65,2023,8,17,16,3,-445,1,1
158.41,1,34,1,28.0,3,16.0,1.0,1512.16,2023,2,9,16,3,-634,1,1
101.19,0,10,2,64.0,0,75.0,1.0,14389.45,2023,11,29,18,2,-341,2,2
827.14,1,12,1,36.0,1,265.0,4.0,9800.21,2023,1,17,17,1,-657,2,2
61.97,1,31,0,74.0,2,95.0,1.0,7014.69,2023,5,22,18,0,-532,0,0
27.21,1,38,0,79.0,2,102.0,1.0,3520.61,2023,6,14,16,2,-509,1,1
173.74,1,15,2,80.0,2,64.0,1.0,4913.42,2023,9,8,17,4,-423,0,0
176.11,1,38,1,38.0,1,105.0,1.0,9155.35,2023,8,10,16,3,-452,2,2
88.4,1,13,2,46.0,1,174.0,1.0,2567.53,2023,11,10,18,4,-360,1,1
567.92,1,8,2,53.0,2,14.0,1.0,3779.47,2023,6,20,16,1,-503,1,1
138.11,0,31,2,68.0,2,104.0,1.0,4177.65,2023,12,11,17,0,-329,0,0
456.93,0,41,1,28.0,1,193.0,1.0,7284.76,2023,9,26,16,1,-405,0,0
101.42,1,1,2,66.0,2,146.0,1.0,6530.59,2023,4,25,17,1,-559,0,0
300.61,1,12,2,44.0,0,51.0,1.0,7895.54,2023,5,1,17,0,-553,0,0
265.94,1,4,2,54.0,1,132.0,1.0,6781.3,2023,6,5,16,0,-518,0,0
345.54,1,36,2,29.0,1,50.0,1.0,2091.78,2023,1,24,16,1,-650,1,1
411.52,1,20,0,41.0,0,88.0,1.0,11108.39,2023,1,10,17,1,-664,2,2
111.21,1,32,1,35.0,0,111.0,1.0,9088.36,2023,8,21,18,0,-441,2,2
316.37,1,7,0,53.0,1,86.0,1.0,4671.69,2023,8,28,17,0,-434,0,0
260.63,1,13,1,37.0,1,142.0,1.0,7534.73,2023,12,20,18,2,-320,0,0
92.36,1,9,0,29.0,1,144.0,1.0,6353.14,2023,3,27,16,0,-588,0,0
262.06,1,28,1,63.0,0,118.0,1.0,13587.52,2023,9,11,16,0,-420,2,2
64.5,1,10,0,74.0,2,230.0,1.0,1351.24,2023,8,17,18,3,-445,1,1
253.55,1,17,0,28.0,1,85.0,5.0,2797.26,2023,1,11,16,2,-663,1,1
211.36,0,26,1,21.0,3,125.0,3.0,1222.77,2023,3,15,16,2,-600,1,1
175.94,1,16,0,57.0,2,89.0,1.0,3728.04,2023,6,5,16,0,-518,1,1
199.47,1,11,2,57.0,0,142.0,1.0,6067.44,2023,8,14,16,0,-448,0,0
51.07,1,9,1,63.0,2,133.0,1.0,4292.16,2023,1,23,18,0,-651,0,0
435.86,1,17,0,56.0,2,134.0,1.0,3801.82,2023,12,29,17,4,-311,1,1
74.73,0,17,1,64.0,2,162.0,1.0,6353.22,2023,1,30,17,0,-644,0,0
182.79,0,21,2,23.0,3,14.0,1.0,1251.85,2023,10,25,16,2,-376,1,1
628.36,1,2,2,44.0,0,108.0,1.0,11869.71,2023,1,20,16,4,-654,2,2
268.39,1,35,2,29.0,0,177.0,1.0,9409.43,2023,2,21,18,1,-622,2,2
362.27,1,17,0,80.0,2,47.0,1.0,6003.59,2023,1,2,16,0,-672,0,0
560.15,0,22,2,50.0,1,92.0,1.0,817.83,2023,8,14,18,0,-448,1,1
351.99,1,6,0,80.0,2,45.0,2.0,3663.64,2023,6,12,16,0,-511,1,1
132.36,1,7,1,28.0,3,160.0,1.0,319.65,2023,3,13,17,0,-602,1,1
24.77,0,26,2,40.0,1,17.0,1.0,478.23,2023,11,1,16,2,-369,1,1
668.67,1,11,2,44.0,0,143.0,4.0,13446.81,2023,11,7,17,1,-363,2,2
80.24,0,27,1,53.0,0,58.0,1.0,8012.81,2023,5,19,17,4,-535,0,0
8.65,1,23,0,68.0,2,198.0,1.0,4201.22,2023,11,20,16,0,-350,0,0
178.91,1,29,0,18.0,3,19.0,1.0,8870.89,2023,3,15,16,2,-600,0,0
115.22,1,37,1,27.0,1,108.0,1.0,906.2,2023,12,8,17,4,-332,1,1
161.63,1,38,2,46.0,0,276.0,1.0,9286.37,2023,12,25,16,0,-315,2,2
542.75,0,26,1,70.0,2,63.0,1.0,2224.08,2023,12,7,18,3,-333,1,1
317.47,0,34,2,67.0,0,16.0,1.0,14639.28,2023,5,1,17,0,-553,2,2
280.99,1,15,1,45.0,1,29.0,1.0,9733.59,2023,2,20,18,0,-623,2,2
24.19,1,36,0,29.0,1,28.0,1.0,2756.2,2023,2,8,17,2,-635,1,1
586.85,1,23,0,36.0,0,86.0,1.0,6655.15,2023,8,15,16,1,-447,0,0
372.41,1,36,0,55.0,2,143.0,1.0,3233.87,2023,6,19,18,0,-504,1,1
211.36,1,14,0,20.0,3,148.0,1.0,1676.57,2023,7,25,18,1,-468,1,1
383.69,1,7,2,54.0,1,285.0,1.0,8371.11,2023,10,31,17,1,-370,0,0
247.17,0,6,1,65.0,2,149.0,1.0,2611.64,2023,5,22,17,0,-532,1,1
48.78,0,18,1,18.0,3,136.0,1.0,552.06,2023,8,11,16,4,-451,1,1
4.15,0,29,1,60.0,2,119.0,1.0,6017.36,2023,10,19,16,3,-382,0,0
60.99,1,28,1,34.0,1,58.0,1.0,7281.46,2023,8,1,17,1,-461,0,0
408.19,1,23,1,26.0,1,241.0,1.0,6847.47,2023,12,15,16,4,-325,0,0
524.6,1,12,1,58.0,0,76.0,1.0,13017.7,2023,4,7,17,4,-577,2,2
108.96,1,25,0,26.0,3,247.0,1.0,7597.66,2023,10,10,18,1,-391,0,0
70.03,1,26,1,63.0,2,49.0,1.0,7330.31,2023,12,18,18,0,-322,0,0
124.84,1,21,2,52.0,2,79.0,1.0,6711.78,2023,9,22,17,4,-409,0,0
324.04,1,41,0,54.0,2,30.0,1.0,2248.06,2023,7,5,16,2,-488,1,1
39.69,1,2,2,70.0,2,163.0,1.0,3524.68,2023,4,24,17,0,-560,1,1
157.7,0,29,1,58.0,3,46.0,1.0,8332.58,2023,12,1,17,4,-339,0,0
81.27,0,39,2,22.0,3,68.0,1.0,1814.48,2023,11,7,16,1,-363,1,1
193.82,1,18,1,37.0,1,176.0,1.0,3886.77,2023,4,20,17,3,-564,1,1
16.73,1,13,2,79.0,2,165.0,1.0,7591.13,2023,11,30,17,3,-340,0,0
474.05,1,38,0,57.0,2,214.0,1.0,1484.31,2023,8,10,18,3,-452,1,1
39.21,1,24,0,66.0,0,245.0,4.0,9385.57,2023,5,10,16,2,-544,2,2
637.75,1,9,1,79.0,2,152.0,1.0,4202.92,2023,7,24,16,0,-469,0,0
153.59,0,32,1,66.0,2,174.0,1.0,4813.12,2023,5,4,17,3,-550,0,0
186.6,1,40,1,18.0,3,139.0,1.0,9716.68,2023,10,25,16,2,-376,2,2
644.08,1,1,2,24.0,3,55.0,1.0,1980.62,2023,5,8,17,0,-546,1,1
226.66,1,13,1,41.0,0,168.0,1.0,10216.25,2023,12,27,18,2,-313,2,2
305.0,1,31,0,22.0,3,222.0,1.0,944.83,2023,10,12,17,3,-389,1,1
233.1,0,26,1,42.0,0,37.0,1.0,7469.2,2023,1,16,17,0,-658,0,0
793.13,1,22,2,68.0,0,76.0,1.0,13389.16,2023,5,10,16,2,-544,2,2
224.19,1,15,0,52.0,0,93.0,1.0,8475.47,2023,9,21,16,3,-410,0,0
214.83,0,40,0,23.0,3,63.0,1.0,991.69,2023,3,20,18,0,-595,1,1
163.46,0,3,1,63.0,2,111.0,1.0,6953.8,2023,9,8,17,4,-423,0,0
194.99,1,17,1,34.0,1,91.0,1.0,1370.03,2023,12,1,17,4,-339,1,1
23.4,1,12,0,46.0,0,175.0,4.0,14851.28,2023,2,8,18,2,-635,2,2
227.5,1,34,2,34.0,0,277.0,1.0,11505.35,2023,3,13,16,0,-602,2,2
259.9,1,28,2,26.0,3,100.0,1.0,914.28,2023,6,22,16,3,-501,1,1
59.51,0,9,2,36.0,0,55.0,1.0,9955.88,2023,4,4,16,1,-580,2,2
50.63,1,8,2,64.0,2,143.0,1.0,4732.81,2023,5,24,16,2,-530,0,0
1074.95,1,17,1,20.0,3,91.0,1.0,530.86,2023,6,2,16,4,-521,1,1
112.94,0,35,2,73.0,2,31.0,1.0,3807.84,2023,11,24,17,4,-346,1,1
11.81,1,31,0,21.0,3,131.0,1.0,320.25,2023,2,27,16,0,-616,1,1
329.14,1,34,1,55.0,0,14.0,1.0,12033.92,2023,11,14,16,1,-356,2,2
154.24,1,23,0,61.0,2,82.0,1.0,6109.55,2023,11,6,16,0,-364,0,0
233.44,1,6,2,20.0,3,297.0,1.0,1691.88,2023,1,20,16,4,-654,1,1
141.8,1,6,0,18.0,3,116.0,1.0,1697.67,2023,11,15,18,2,-355,1,1
209.03,1,11,1,55.0,1,126.0,1.0,8359.5,2023,10,9,18,0,-392,0,0
1137.63,1,3,0,26.0,3,144.0,1.0,1629.12,2023,2,14,16,1,-629,1,1
261.14,1,35,1,42.0,1,162.0,1.0,6100.08,2023,5,15,18,0,-539,0,0
101.81,1,13,0,45.0,0,105.0,1.0,13872.03,2023,6,29,17,3,-494,2,2
98.71,1,13,0,32.0,0,117.0,1.0,10095.23,2023,9,18,17,0,-413,2,2
87.38,1,1,1,21.0,3,252.0,1.0,1504.99,2023,3,3,18,4,-612,1,1
83.39,1,29,1,32.0,0,158.0,1.0,13182.11,2023,9,18,16,0,-413,2,2
267.55,1,5,2,46.0,1,40.0,1.0,4330.04,2023,6,13,16,1,-510,0,0
870.05,1,12,0,29.0,0,39.0,1.0,905.25,2023,8,31,16,3,-431,1,1
154.32,0,40,0,38.0,1,112.0,1.0,6972.5,2024,1,1,16,0,-308,0,0
164.51,1,21,1,78.0,2,110.0,1.0,3553.69,2023,6,5,18,0,-518,1,1
758.12,1,37,0,69.0,2,90.0,1.0,6164.65,2023,7,3,18,0,-490,0,0
103.76,1,18,2,28.0,1,188.0,1.0,9626.14,2023,3,29,16,2,-586,2,2
583.92,1,18,2,55.0,1,139.0,1.0,6364.14,2023,8,1,16,1,-461,0,0
204.06,1,42,2,77.0,2,159.0,1.0,4351.83,2023,1,2,16,0,-672,0,0
53.51,1,27,2,56.0,2,165.0,1.0,5773.5,2023,10,26,16,3,-375,0,0
1108.46,1,20,1,30.0,1,262.0,1.0,9257.04,2023,8,31,16,3,-431,2,2
52.95,0,5,2,68.0,3,14.0,1.0,6335.58,2023,8,7,18,0,-455,0,0
120.17,1,32,0,49.0,0,105.0,1.0,5403.79,2023,8,8,17,1,-454,0,0
220.8,1,16,2,31.0,1,28.0,1.0,8135.31,2023,9,6,18,2,-425,0,0
119.01,1,30,0,45.0,0,87.0,1.0,9798.26,2023,3,13,17,0,-602,2,2
